CITY, STATE, COUNTRY, LATITUDE, LONGITUDE, OFFSET, DST, Regulation_14, Regulation_13
Marsa al Hamra, Red Sea Governorate, Egypt, 30.98, 28.87, 2, False, False, False
Tobruk, Butnan, Libya, 32.06, 24.0, 2, False, False, False
Marsa Bashayer, Red Sea, Sudan, 19.4, 37.33, 2, False, False, False
Marsa el Brega, Al Wahat District, Libya, 30.42, 19.59, 2, False, False, False
Marsaxlokk, Malta, Malta, 35.82, 14.53, 1, False, False, False
Marsden Point, Northland, New Zealand, -35.83, 174.5, 13, True, False, False
Marseille, Provence-Alpes-Côte d'Azur, France, 43.34, 5.34, 1, False, False, False
Martín García, Buenos Aires, Argentina, -34.63, -57.96, -3, False, False, False
Martinez, California, U.S.A., 38.03, -122.13, -8, False, True, True
Masa Marine Terminal, Johor, Malaysia, 4.55, 104.83, 7, False, False, False
Changwon, South Gyeongsang, South Korea, 35.18, 128.58, 9, False, False, False
Masao, Agusan del Norte, Philippines, 9.01, 125.5, 8, False, False, False
Massawa, Northern Red Sea, Eritrea, 15.61, 39.47, 3, False, False, False
Massongo, Cameroon, Cameroon, 4.13, 8.52, 1, False, False, False
Matadi, Kongo Central, "Congo,  D.R.", -5.82, 13.45, 1, False, False, False
Matanzas, Matanzas, Cuba, 23.06, -81.54, -5, False, False, True
Matanzas, Aragua, Venezuela, 8.29, -62.85, -4, False, False, False
Matola, Maputo Province, Mozambique, -25.98, 32.57, 2, False, False, False
Matsushima, Miyagi, Japan, 32.94, 129.6, 9, False, False, False
Matsuura, Nagasaki, Japan, 33.36, 129.69, 9, False, False, False
Matsuyama, Ehime, Japan, 33.86, 132.7, 9, False, False, False
Picton, Marlborough, New Zealand, -39.66, 173.29, 12, False, False, False
Mawan, Guangdong, China, 22.5, 113.86, 8, False, False, False
Mawlamyine, Mon State, Myanmar, 16.49, 97.61, 6, False, False, False
Mayaguez, Puerto Rico, Puerto Rico, 18.22, -67.17, -4, False, True, True
Maydown, Northern Ireland, U.K., 55.0, -7.31, 0, False, False, False
Mamoudzou, Mayotte, Mayotte, -12.76, 45.27, 3, False, False, False
Mazatlán, Sinaloa, Mexico, 23.19, -106.42, -7, False, False, False
Mobile, Alabama, U.S.A., 30.67, -88.03, -6, False, True, True
Thunder Bay, Ontario, Canada, 48.42, -89.22, -5, False, False, False
Medan, North Sumatra, Indonesia, 3.79, 98.7, 7, False, False, False
Medway, England, U.K., 51.43, 0.7, 0, False, True, False
Meeruse, Harju County, Estonia, 59.5, 24.97, 2, False, True, False
Mega, Tokyo, Japan, 34.76, 134.69, 9, False, False, False
Megara, Attica, Greece, 37.97, 23.41, 2, False, False, False
Meizhou, Guangdong, China, 25.22, 118.98, 8, False, False, False
Mejillones, Antofagasta, Chile, -23.08, -70.42, -3, True, False, False
Melbourne, Victoria, Australia, -37.85, 144.91, 11, True, False, False
Melilla, Melilla, Spain, 35.29, -2.93, 1, False, False, False
Melilli, Sicily, Italy, 37.12, 15.27, 1, False, False, False
Mellitah, Nuqat Al Khams, Libya, 32.89, 12.25, 2, False, False, False
Mellos Harbour, Trøndelag, Norway, 59.21, 10.96, 1, False, True, False
Melones Island, Panama, Panama, 8.83, -79.61, -5, False, False, False
Menzel Bourguiba, Bizerte, Tunisia, 37.16, 9.81, 1, False, False, False
Merak, Banten, Indonesia, -5.92, 105.99, 7, False, False, False
Meraux, Louisiana, U.S.A., 29.91, -89.93, -6, False, True, True
Mers-el-Kebir, Oran, Algeria, 35.72, -0.68, 1, False, False, False
Mersin, Mersin, Turkey, 36.79, 34.64, 3, False, False, False
Mesaieed, Al Wakrah, Qatar, 24.9, 51.59, 3, False, False, False
Messina, Sicily, Italy, 38.19, 15.56, 1, False, False, False
Messina, Sicily, Italy, 38.23, 15.61, 1, False, False, False
Messina, Sicily, Italy, 38.23, 15.6, 1, False, False, False
Midas, Eskişehir, Turkey, 38.78, 26.92, 3, False, False, False
Piraeus, Attica, Greece, 37.94, 23.63, 2, False, False, False
Middelfart, Region of Southern Denmark, Denmark, 55.51, 9.74, 1, False, True, False
Midia, Constanța, Romania, 44.33, 28.68, 2, False, False, False
Midia, Constanța, Romania, 44.29, 28.78, 2, False, False, False
Midway Atoll, Hawaii, U.S.A., 28.22, -177.37, -11, False, False, False
Miiduranna, Harju County, Estonia, 59.5, 24.81, 2, False, True, False
Milaki, Thessaly, Greece, 38.38, 24.05, 2, False, False, False
Milazzo, Sicily, Italy, 38.22, 15.27, 1, False, False, False
Milford Haven, Wales, U.K., 51.7, -5.05, 0, False, False, False
Milina, Thessaly, Greece, 39.17, 23.22, 2, False, False, False
Milner Bay, Northern Territory, Australia, -13.86, 136.41, 9, False, False, False
Milos, South Aegean, Greece, 36.72, 24.45, 2, False, False, False
Milwaukee, Wisconsin, U.S.A., 43.02, -87.89, -6, False, False, False
Mina Abdulla, Al Ahmadi, Kuwait, 29.03, 48.21, 3, False, False, False
Mina Al Zour, Al Ahmadi, Kuwait, 28.76, 48.47, 3, False, False, False
Mina Al-Ahmadi, Al-Ahmadi, Kuwait, 29.07, 48.17, 3, False, False, False
Mina Al-Ahmadi, Al-Ahmadi Governorate, Kuwait, 29.11, 48.34, 3, False, False, False
Abu Dhabi, Abu Dhabi, U.A.E., 25.36, 55.37, 4, False, False, False
Mina Raysut, Dhofar, Oman, 16.94, 54.01, 4, False, False, False
Mina Saqr, Ras Al Khaimah, U.A.E., 25.98, 56.05, 4, False, False, False
Mina Saud, Al Ahmadi, Kuwait, 28.76, 48.47, 3, False, False, False
Mina Sulman, Capital Governorate, Bahrain, 26.2, 50.62, 3, False, False, False
Muscat, Muscat Governorate, Oman, 23.66, 58.53, 4, False, False, False
Miri, Sarawak, Malaysia, 4.4, 113.99, 8, False, False, False
Misaki, Kanagawa, Japan, 33.87, 134.97, 9, False, False, False
Misaki, Kanagawa, Japan, 33.87, 134.92, 9, False, False, False
Misool, West Papua, Indonesia, -1.56, 130.52, 9, False, False, False
"No known city or state is specifically named ""Mission River"" in Canada. If you meant the river that passes through Mission", "the appropriate location would be ""Mission,  British Columbia.""", Canada, 48.42, -89.22, -5, False, False, False
Mississippi River, USA., U.S.A., 29.95, -90.03, -6, False, True, True
Misumi, Kumamoto, Japan, 32.6, 130.46, 9, False, False, False
Misurata, Misurata District, Libya, 32.37, 15.22, 2, False, False, False
Mitre Channel, Buenos Aires, Argentina, -34.58, -58.27, -3, False, False, False
Mitsugo, Mie, Japan, 34.2, 132.51, 9, False, False, False
Mitsukojima, Aichi, Japan, 34.2, 132.51, 9, False, False, False
Mizushima, Okayama, Japan, 34.5, 133.74, 9, False, False, False
Mjanesholmen, Vestland, Norway, 58.92, 5.6, 1, False, True, False
Mjimwema, Dar es Salaam, Tanzania, -6.84, 39.3, 3, False, False, False
Moa, Holguín, Cuba, 20.66, -74.91, -5, False, False, False
Moanda, Kongo Central, "Congo,  D.R.", -5.97, 12.14, 1, False, False, False
Mobile, Alabama, U.S.A., 30.53, -88.12, -6, False, True, True
Mocambique, Nampula, Mozambique, -15.04, 40.79, 2, False, False, False
Moçâmedes, Namibe, Angola, -15.19, 12.13, 1, False, False, False
Mocha, Taiz, Yemen, 13.31, 43.23, 3, False, False, False
Dili, Timor-Leste, East Timor, -10.88, 126.57, 8, False, False, False
Moerdijk, North Brabant, Netherlands, 51.69, 4.57, 1, False, True, False
Mogadishu, Banaadir, Somalia, 2.02, 45.34, 3, False, False, False
Mohammedia, Casablanca-Settat, Morocco, 33.73, -7.39, 0, True, False, False
Limón, Limón, Costa Rica, 10.01, -83.08, -6, False, False, False
Mo i Rana, Nordland, Norway, 66.33, 14.14, 1, False, False, False
Glomfjord, Nordland, Norway, 66.39, 12.98, 1, False, False, False
Moji, Fukuoka, Japan, 33.94, 130.94, 9, False, False, False
Mokha, Taiz, Yemen, 13.31, 43.23, 3, False, False, False
Mokpo, South Jeolla, South Korea, 34.77, 126.39, 9, False, False, False
Mollendo, Arequipa, Peru, -17.05, -72.03, -5, False, False, False
Mona Passage, Unassigned, Unassigned, 18.05, -67.62, -5, False, True, True
Mona Passage, Puerto Rico, Unassigned, 18.08, -68.23, -5, False, False, True
Money Point, County Clare, Ireland, 52.6, -9.42, 0, True, False, False
Monfalcone, Friuli Venezia Giulia, Italy, 45.79, 13.55, 1, False, False, False
Mongstad, Vestland, Norway, 60.82, 5.04, 1, False, True, False
Moni, Limassol, Cyprus, 34.7, 33.18, 2, False, False, False
Vicksburg, Mississippi, U.S.A., 30.2, -91.03, -6, False, True, True
Monrovia, Liberia, Liberia, 6.35, -10.8, 0, False, False, False
St. Louis, Missouri, U.S.A., 29.94, -90.35, -6, False, True, True
Monsecour, South Carolina, U.S.A., 29.66, -89.96, -6, False, True, True
Montego Bay, St. James, Jamaica, 18.46, -77.94, -5, False, False, False
Montevideo, Montevideo, Uruguay, -34.9, -56.21, -3, False, False, False
Montoir-de-Bretagne, Pays de la Loire, France, 47.3, -2.14, 1, False, False, False
Montoir-de-Bretagne, Loire-Atlantique, France, 47.29, -2.15, 1, False, False, False
Montreal, Quebec, Canada, 45.54, -73.54, -5, False, True, True
Montrose, Scotland, U.K., 56.7, -2.47, 0, False, True, False
Morehead City, North Carolina, U.S.A., 34.71, -76.69, -5, False, True, True
Morgan's Point, Texas, U.S.A., 29.68, -94.99, -6, False, True, True
Mormugao, Goa, India, 15.41, 73.8, 5, False, False, False
Morphou Bay, Nicosia District, Cyprus, 35.15, 32.84, 2, False, False, False
Mossel Bay, Western Cape, South Africa, -34.18, 22.15, 2, False, False, False
Mostaganem, Mostaganem, Algeria, 35.94, 0.08, 1, False, False, False
Mostyn, Wales, U.K., 53.33, -3.26, 0, False, False, False
Mo'ta, Karak, Jordan, 29.51, 34.99, 3, False, False, False
Motril, Andalusia, Spain, 36.72, -3.53, 1, False, False, False
Moudi, Littoral, Cameroon, 4.13, 8.52, 1, False, False, False
Mount Maunganui, Bay of Plenty, New Zealand, -37.65, 176.18, 13, True, False, False
Mourilyan, Queensland, Australia, -17.6, 146.12, 10, False, False, False
Maputo, Maputo Province, Mozambique, -15.04, 40.79, 2, False, False, False
Mtwara, Mtwara Region, Tanzania, -10.26, 40.2, 3, False, False, False
Muanda, Kongo Central, "Congo,  D.R.", -5.97, 12.14, 1, False, False, False
Muara, Brunei-Muara, Brunei, 5.03, 115.08, 8, False, False, False
Mubarek, Ras Al Khaimah, U.A.E., 25.8, 55.22, 3, False, False, False
Mubarraz Island, Abu Dhabi, U.A.E., 24.45, 53.57, 4, False, False, False
Alor Setar, Kedah, Malaysia, 7.61, 102.97, 7, False, False, False
Mugardos, A Coruña, Spain, 43.46, -8.23, 1, False, False, False
Mukalla, Hadhramaut, Yemen, 14.51, 49.15, 3, False, False, False
Mulgrave, Nova Scotia, Canada, 45.61, -61.35, -4, False, True, True
Mundra, Gujarat, India, 22.73, 69.71, 5, False, False, False
Mundra, Gujarat, India, 22.67, 69.65, 5, False, False, False
Munganno Point, New South Wales, Australia, -37.07, 149.93, 11, True, False, False
Murmansk, Murmansk Oblast, Russia, 68.99, 33.04, 3, False, False, False
Muroran, Hokkaido, Japan, 42.35, 140.97, 9, False, False, False
Muscat, Muscat, Oman, 23.63, 58.57, 4, False, False, False
Mushterak, Ajloun, Jordan, 29.51, 34.99, 3, False, False, False
Mussafah, Abu Dhabi, U.A.E., 24.38, 54.48, 4, False, False, False
Onslow, Western Australia, Australia, -19.28, 116.61, 8, False, False, False
Mutsu, Aomori, Japan, 40.94, 141.43, 9, False, False, False
Muuga, Harju County, Estonia, 59.5, 24.97, 2, False, True, False
Tallinn, Harju County, Estonia, 59.5, 24.97, 2, False, True, False
Thilawa, Yangon Region, Myanmar, 16.66, 96.25, 6, False, False, False
Myrtle Grove, Louisiana, U.S.A., 29.65, -89.95, -6, False, True, True
N France, France, France, 49.47, 0.16, 1, False, True, False
Navarre, Spain, Spain, 43.44, -3.82, 1, False, False, False
Naantali, Finland, Finland, 60.45, 22.07, 2, False, True, False
Nacala, Nampula, Mozambique, -14.54, 40.66, 2, False, False, False
Nacka, Stockholm, Sweden, 59.32, 18.17, 1, False, True, False
Nador, Oriental, Morocco, 35.17, -2.91, 0, True, False, False
Nagapattinam, Tamil Nadu, India, 10.82, 79.86, 5, False, False, False
Nagasaki, Nagasaki Prefecture, Japan, 32.74, 129.86, 9, False, False, False
Nagasu, Kumamoto, Japan, 32.91, 130.45, 9, False, False, False
Nagoya, Aichi, Japan, 35.05, 136.86, 9, False, False, False
Naha, Okinawa, Japan, 26.21, 127.67, 9, False, False, False
Nakagusuku, Okinawa, Japan, 26.22, 127.79, 9, False, False, False
Nakasode, Chiba, Japan, 35.46, 139.97, 9, False, False, False
Nakhodka, Primorsky Krai, Russia, 42.81, 132.9, 10, False, False, False
Nakhodka, Primorsky Krai, Russia, 42.77, 132.89, 10, False, False, False
Nakskov, Zealand, Denmark, 54.83, 11.12, 1, False, True, False
Namibe, Namibe, Angola, -15.19, 12.13, 1, False, False, False
Imabari, Ehime, Japan, 34.12, 132.91, 9, False, False, False
Nampo, South Pyongan, North Korea, 38.72, 125.42, 9, False, False, False
Namsos, Trøndelag, Norway, 64.46, 11.49, 1, False, False, False
Namsos, Trøndelag, Norway, 64.94, 11.46, 1, False, False, False
Nan Hai Fa Xian, Hainan, China, 21.39, 115.4, 8, False, False, False
Nanao, Ishikawa, Japan, 37.07, 137.0, 9, False, False, False
Port-Gentil, Ogooué-Maritime, Gabon, 0.4, 9.2, 1, False, False, False
Nanjing, Jiangsu, China, 32.1, 118.72, 8, False, False, False
Osaka, Osaka Prefecture, Japan, 34.63, 135.42, 9, False, False, False
Osaka, Osaka Prefecture, Japan, 34.63, 135.41, 9, False, False, False
Osaka, Osaka Prefecture, Japan, 34.61, 135.41, 9, False, False, False
Osaka, Osaka Prefecture, Japan, 34.62, 135.41, 9, False, False, False
Nanqiao, Anhui, China, 30.77, 121.45, 8, False, False, False
Nansha, Guangdong, China, 22.84, 113.56, 8, False, False, False
Guangzhou, Guangdong, China, 22.66, 113.68, 8, False, False, False
Nantes, Pays de la Loire, France, 47.19, -1.6, 1, False, False, False
Nanticoke, Ontario, Canada, 42.77, -80.06, -5, False, False, False
Nantong, Jiangsu, China, 32.01, 120.81, 8, False, False, False
Nanzhan, Hebei, China, 28.2, 112.96, 8, False, False, False
Naoetsu, Niigata, Japan, 37.19, 138.25, 9, False, False, False
Port Moresby, Central Province, Papua New Guinea, -9.46, 147.12, 10, False, False, False
Napier, Hawke's Bay, New Zealand, -39.47, 176.92, 13, True, False, False
Naples, Campania, Italy, 40.83, 14.27, 1, False, False, False
Narvik, Nordland, Norway, 68.43, 17.4, 1, False, False, False
Narvik, Troms og Finnmark, Norway, 68.5, 16.13, 1, False, False, False
New Orleans, Louisiana, U.S.A., 29.91, -90.12, -6, False, True, True
Nasipit, Agusan del Norte, Philippines, 8.98, 125.33, 8, False, False, False
Nassau, Bahamas, Bahamas, 25.08, -77.35, -5, False, False, False
Natal, Rio Grande do Norte, Brazil, -5.76, -35.21, -3, False, False, False
National City, California, U.S.A., 32.7, -117.17, -8, False, True, True
Nauru, Nauru, Nauru, -0.53, 166.9, 12, False, False, False
Navegantes, Santa Catarina, Brazil, -26.91, -48.65, -3, False, False, False
Navlakhi, Gujarat, India, 22.96, 70.44, 5, False, False, False
Necochea, Buenos Aires, Argentina, -38.58, -58.71, -3, False, False, False
Nederland, Colorado, U.S.A., 30.0, -93.94, -6, False, True, True
Yokosuka, Kanagawa, Japan, 35.4, 139.63, 9, False, False, False
Nelson Bay, New South Wales, Australia, -20.32, 118.58, 8, False, False, False
Nelson, Nelson, New Zealand, -41.26, 173.27, 13, True, False, False
Adıyaman, Adıyaman Province, Turkey, 38.78, 26.92, 3, False, False, False
Nemtas, İzmir, Turkey, 38.78, 26.92, 3, False, False, False
Brooklyn, New York, U.S.A., 40.72, -73.97, -5, False, True, True
Boston, Massachusetts, U.S.A., 42.47, -70.61, -5, False, True, True
Nessebar, Burgas, Bulgaria, 42.65, 27.73, 2, False, False, False
New Amsterdam, East Berbice-Corentyne, Guyana, 6.22, -57.53, -4, False, False, False
New Bedford, Massachusetts, U.S.A., 41.63, -70.91, -5, False, True, True
New Brighton, England, U.K., 53.45, -3.02, 0, False, False, False
New Hampshire, NH, U.S.A., 43.08, -70.76, -5, False, True, True
New Haven, Connecticut, U.S.A., 41.29, -72.91, -5, False, True, True
New Holland, England, U.K., 53.71, -0.37, 0, False, True, False
New Jersey, New Jersey, U.S.A., 40.7, -74.01, -5, False, True, True
New London, Connecticut, U.S.A., 41.35, -72.08, -5, False, True, True
Mangalore, Karnataka, India, 12.93, 74.82, 5, False, False, False
New Orleans, Louisiana, U.S.A., 29.93, -90.06, -6, False, True, True
New Plymouth, Taranaki, New Zealand, -39.06, 174.04, 13, True, False, False
New York, NY, U.S.A., 40.7, -74.01, -5, False, True, True
Newark, New Jersey, U.S.A., 40.7, -74.14, -5, False, True, True
Newcastle, New South Wales, Australia, -32.89, 151.77, 11, True, False, False
Newcastle upon Tyne, Tyne and Wear, U.K., 54.97, -1.6, 0, False, True, False
Newcastle upon Tyne, England, U.K., 54.99, -1.47, 0, False, True, False
Newcastle, England, U.K., 54.97, -1.6, 0, False, True, False
Newport News, Virginia, U.S.A., 36.98, -76.44, -5, False, True, True
Newport, Wales, U.K., 51.55, -2.99, 0, False, False, False
Barrow Island, Western Australia, Australia, -21.47, 114.0, 8, False, False, False
Ngqura, Eastern Cape, South Africa, -33.8, 25.69, 2, False, False, False
Nhà Bè, Ho Chi Minh, Vietnam, 10.7, 106.75, 7, False, False, False
Nhava Sheva, Maharashtra, India, 18.95, 72.94, 5, False, False, False
Nianyuwan, Sichuan, China, 38.94, 121.66, 8, False, False, False
Nice, Provence-Alpes-Côte d'Azur, France, 43.69, 7.29, 1, False, False, False
Number One Industrial Estate, Scotland, U.K., 57.69, -4.04, 0, False, True, False
Niigata, Niigata, Japan, 38.0, 139.23, 9, False, False, False
Niigata, Niigata, Japan, 37.94, 139.07, 9, False, False, False
Niihama, Ehime, Japan, 33.98, 133.26, 9, False, False, False
Nikishka, Alaska, U.S.A., 60.68, -151.59, -9, False, True, True
Nikiski, Alaska, U.S.A., 60.68, -151.59, -9, False, True, True
Mykolaiv, Mykolaiv Oblast, Ukraine, 46.94, 31.99, 2, False, False, False
Nine Mile Point, Mississippi, U.S.A., 29.95, -90.14, -6, False, True, True
Ningbo, Zhejiang, China, 29.9, 121.55, 8, False, False, False
Ningbo, Zhejiang, China, 29.94, 121.93, 8, False, False, False
Nipah Anchorage, Riau Islands, Indonesia, 1.12, 103.63, 7, False, False, False
Nishihara, Okinawa, Japan, 26.22, 127.79, 9, False, False, False
Pointe-Noire, Kouilou, Congo, -5.22, 11.6, 1, False, False, False
Nome, Alaska, U.S.A., 64.48, -165.43, -9, False, False, False
Nonoc Island, Surigao del Norte, Philippines, 9.81, 125.63, 8, False, False, False
Norco, California, U.S.A., 29.99, -90.42, -6, False, True, True
Nordenham, Lower Saxony, Germany, 53.49, 8.5, 1, False, True, False
Norfolk, Virginia, U.S.A., 36.86, -76.32, -5, False, True, True
Normanton, Queensland, Australia, -17.49, 140.83, 10, False, False, False
Noro, Western Province, Solomon Islands, -8.23, 157.2, 11, False, False, False
Norrköping, Östergötland, Sweden, 58.6, 16.22, 1, False, True, False
Peterhead, Scotland, U.K., 54.62, -1.16, 0, False, True, False
Honningsvåg, Finnmark, Norway, 71.67, 25.8, 2, False, False, False
North Cape, Norway, Norway, 71.28, 27.65, 1, False, False, False
Nordkapp, Norway, Norway, 71.32, 27.66, 1, False, False, False
North Cape, Norway, Norway, 71.75, 25.83, 2, False, False, False
North Killingholme, England, U.K., 53.67, -0.23, 0, False, True, False
North Kingstown, Rhode Island, U.S.A., 41.8, -71.39, -5, False, True, True
Shetland, Scotland, U.K., 61.08, -1.18, 0, False, True, False
North Pulau Laut, South Kalimantan, Indonesia, -3.21, 116.29, 8, False, False, False
North Shields, England, U.K., 54.99, -1.45, 0, False, True, False
Stockton-on-Tees, England, U.K., 54.62, -1.17, 0, False, True, False
Stockton-on-Tees, England, U.K., 54.6, -1.17, 0, False, True, False
North Vancouver, British Columbia, Canada, 49.3, -123.09, -8, False, True, True
Tanjung Tuan, Malacca, Malaysia, 1.67, 102.62, 8, False, False, False
Tsa, Malacca, Malaysia, 4.25, 100.0, 8, False, False, False
North Woolwich, England, U.K., 51.47, 0.24, 0, False, True, False
There is no specific city associated with the Northeast Gateway Deepwater Port as it is an offshore facility. Therefore, a city cannot be provided under the given rules., U.S.A., 42.4, -70.6, -5, False, True, True
Northern Endeavour, Western Australia, Australia, -10.62, 125.99, 8, False, False, False
Northport, Alabama, U.S.A., 40.96, -73.34, -5, False, True, True
Northville, Michigan, U.S.A., 41.0, -72.65, -5, False, True, True
Fugloy Bank, Norway, Norway, 70.39, 18.34, 1, False, False, False
Ingoya, Norway, Norway, 71.26, 24.0, 1, False, False, False
Røst, Nordland, Norway, 67.6, 11.39, 1, False, False, False
Noshiro, Akita, Japan, 40.22, 140.0, 9, False, False, False
Nosy Be, Diana, Madagascar, -13.41, 48.28, 3, False, False, False
Nouadhibou, Dakhlet Nouadhibou, Mauritania, 20.9, -17.05, 0, False, False, False
Nouakchott, Nouakchott, Mauritania, 18.04, -16.03, 0, False, False, False
Noumea, South Province, New Caledonia, -22.26, 166.43, 11, False, False, False
Novotallinsky, Harju County, Estonia, 59.5, 24.97, 2, False, True, False
Nueva Palmira, Colonia, Uruguay, -33.88, -58.43, -3, False, False, False
Nuevitas, Camagüey, Cuba, 21.57, -77.24, -5, False, False, False
Nuevo Berlín, Río Negro, Uruguay, -32.97, -58.07, -3, False, False, False
Nui Nui, Western Australia, Australia, -10.43, 105.67, 7, False, False, False
Nuku'alofa, Tongatapu, Tonga, -21.13, -175.18, 13, False, False, False
Nuottasaari, North Ostrobothnia, Finland, 65.03, 25.43, 2, False, True, False
Nuuk, Nuuk, Greenland, 64.17, -51.72, -2, False, False, False
Nyborg, Region of Southern Denmark, Denmark, 55.31, 10.79, 1, False, True, False
Nyhamn, Skåne County, Sweden, 55.86, 12.83, 1, False, True, False
Nyhamna, Møre og Romsdal, Norway, 62.85, 6.95, 1, False, False, False
Nykobing, Zealand, Denmark, 54.77, 11.86, 1, False, True, False
Nynashamn, Stockholm, Sweden, 58.92, 17.97, 1, False, True, False
Comodoro Rivadavia, Chubut, Argentina, -46.42, -67.47, -3, False, False, False
Oak Point, Texas, U.S.A., 29.95, -90.14, -6, False, True, True
Oakham, Rutland, U.K., 51.42, 0.65, 0, False, True, False
Oakland, California, U.S.A., 37.79, -122.27, -8, False, True, True
Obe, Ondo State, Nigeria, 5.98, 4.7, 1, False, False, False
Obligado, Misiones, Argentina, -33.59, -59.82, -3, False, False, False
Convent, Louisiana, U.S.A., 30.05, -90.84, -6, False, True, True
Ocean Cay, Bimini, Bahamas, 25.42, -79.22, -5, False, False, True
Ochakiv, Mykolaiv Oblast, Ukraine, 46.94, 31.99, 2, False, False, False
Ocho Rios, Saint Ann, Jamaica, 18.41, -77.11, -5, False, False, False
Odda, Vestland, Norway, 60.08, 6.55, 1, False, True, False
Kalundborg, Zealand, Denmark, 55.97, 11.28, 1, False, True, False
Odense, Region of Southern Denmark, Denmark, 55.41, 10.38, 1, False, True, False
Odense, South Denmark, Denmark, 55.41, 10.38, 1, False, True, False
Odessa, Odesa Oblast, Ukraine, 46.49, 30.75, 2, False, False, False
Onne, Rivers State, Nigeria, 4.05, 7.78, 1, False, False, False
Ain Sukhna, Suez, Egypt, 29.77, 32.6, 2, False, False, False
Ambrose Light, New York, U.S.A., 40.2, -72.0, -5, False, True, True
Aruba, Netherlands Antilles, Netherlands Antilles, 12.37, -70.17, -4, False, False, False
Boja Faro, Tierra del Fuego, Argentina, -39.73, -61.18, -4, False, False, False
Mumbai, Maharashtra, India, 18.94, 72.42, 5, False, False, False
Bonny, Rivers, Nigeria, 3.72, 6.93, 0, False, False, False
Bonny, Rivers State, Nigeria, 4.19, 6.92, 1, False, False, False
Bonny, Rivers, Nigeria, 3.92, 7.08, 0, False, False, False
Bonny, Rivers State, Nigeria, 4.0, 6.78, 0, False, False, False
Cape Henry, Virginia, U.S.A., 36.5, -75.17, -5, False, True, True
Champerico, Retalhuleu, Guatemala, 14.28, -91.94, -6, False, False, False
Cochin, Kerala, India, 10.0, 76.0, 5, False, False, False
Conakry, Guinea, Guinea, 9.05, -14.38, -1, False, False, False
Corpus Christi, Texas, U.S.A., 27.47, -96.82, -6, False, True, True
Corpus Christi, Texas, U.S.A., 27.8, -96.52, -6, False, True, True
Cotonou, Littoral, Benin, 6.14, 2.38, 0, False, False, False
Cotonou, Littoral, Benin, 6.18, 2.68, 1, False, False, False
Curaçao, Curaçao, Netherlands Antilles, 12.17, -69.17, -4, False, False, False
Offshore Cyprus No.5, Cyprus, Cyprus, 34.52, 33.47, 2, False, False, False
Dakar, Dakar, Senegal, 14.67, -18.37, -1, False, False, False
Offshore Delaware No.2, Delaware, U.S.A., 38.33, -73.75, -5, False, True, True
Offshore Delaware, Delaware, U.S.A., 38.5, -74.5, -5, False, True, True
Escravos, Delta State, Nigeria, 5.95, 4.63, 0, False, False, False
Forcados, Delta State, Nigeria, 5.1, 4.67, 0, False, False, False
Frederikshavn, North Denmark Region, Denmark, 57.5, 10.83, 1, False, True, False
Freeport, Bahamas, Bahamas, 26.17, -78.5, -5, False, False, False
Freeport, Texas, U.S.A., 28.75, -95.05, -6, False, True, True
Fujairah, Fujairah, U.A.E., 25.18, 56.52, 4, False, False, False
Fujairah, Fujairah, U.A.E., 25.25, 56.67, 4, False, False, False
Galveston, Texas, U.S.A., 28.45, -94.5, -6, False, True, True
Galveston, Texas, U.S.A., 28.67, -94.13, -6, False, True, True
Gibraltar, Gibraltar, Gibraltar, 36.13, -5.38, 1, False, False, False
Gibraltar, Gibraltar, Gibraltar, 36.13, -5.0, 0, False, False, False
Great Isaac Island, Bahamas, Bahamas, 26.25, -79.08, -5, False, False, True
Haldia, West Bengal, India, 20.87, 88.33, 6, False, False, False
Hong Kong, Hong Kong, China, 22.42, 114.58, 8, False, False, False
Hong Kong, Hong Kong, China, 21.5, 114.0, 8, False, False, False
Hong Kong, Hong Kong SAR, China, 21.9, 114.58, 8, False, False, False
Hong Kong, Hong Kong, China, 21.75, 114.25, 8, False, False, False
Jeddah, Makkah, Saudi Arabia, 21.39, 39.09, 3, False, False, False
Kakinada, Andhra Pradesh, India, 16.96, 82.45, 5, False, False, False
Kalundborg, Sjælland, Denmark, 55.71, 10.93, 1, False, True, False
Kaohsiung, Taiwan, Taiwan, 22.53, 120.22, 8, False, False, False
Karimun Besar, Riau Islands, Indonesia, 1.08, 103.53, 7, False, False, False
Offshore Kattegat No.2, Denmark, Denmark, 57.12, 10.78, 1, False, True, False
Khor Fakkan, Sharjah, U.A.E., 25.58, 56.67, 4, False, False, False
Lagos, Lagos State, Nigeria, 6.19, 3.38, 0, False, False, False
Lagos, Lagos State, Nigeria, 5.9, 3.3, 0, False, False, False
Offshore Malta No.1 TSA, Malta, Malta, 35.9, 14.77, 1, False, False, False
Mesaieed, Qatar, Qatar, 25.27, 51.77, 3, False, False, False
Pascagoula, Mississippi, U.S.A., 29.45, -88.22, -6, False, True, True
Pascagoula, Mississippi, U.S.A., 29.2, -87.75, -6, False, True, True
Punta Arenas, Santa Elena, Ecuador, -3.08, -80.13, -5, False, False, False
Sevastopol, Sevastopol, Ukraine, 44.57, 33.11, 3, False, False, False
Sikka, Gujarat, India, 22.63, 69.53, 5, False, False, False
Offshore Sing No. 5, "Malaysia does not provide enough specific information to identify a city and state. Without additional context,  I am unable to determine a revised location in the exact format 'City,  State'.", Malaysia, 1.28, 104.12, 8, False, False, False
