ICS, Parent ICS, Title, Scope, 
43.040.60, 43.04, Bodies and body components, Including vehicle frame and structureand  heating devicesand  air-conditioning systems for passenger/driver compartmentsand  roof load carriersand  etc., 
43.040.65, 43.04, Glazing and wiper systems, Including cleaningand  defrosting and demisting devicesand  mirrorsand  etc., 
43.040.70, 43.04, Couplings, Including towing attachments and fifth wheel assemblies, 
43.040.80, 43.04, Crash protection and restraint systems, Including airbagsand  safety beltsand  traffic accident issues and safety enhancement matters, 
43.040.99, 43.04, Other road vehicle systems, , 
43.060.01, 43.06, Internal combustion engines for road vehicles in general, , 
43.060.10, 43.06, Engine block and internal components, , 
43.060.20, 43.06, Pressure charging and air/exhaust gas ducting systems, , 
43.060.30, 43.06, Cooling systems. Lubricating systems, , 
43.060.40, 43.06, Fuel systems, , 
43.060.50, 43.06, Electrical and electronic equipment. Control systems, Including ignition systems and starter motors, 
43.060.99, 43.06, Other components and systems of internal combustion engines, , 
43.080.01, 43.08, Commercial vehicles in general, , 
43.080.10, 43.08, Trucks and trailers, Including tanker trucks and loading compartments, 
43.080.20, 43.08, Buses, , 
43.080.99, 43.08, Other commercial vehicles, , 
45.060.01, 45.06, Railway rolling stock in general, , 
45.060.10, 45.06, Tractive stock, , 
45.060.20, 45.06, Trailing stock, Including tank wagons, 
47.020.01, 47.02, General standards related to shipbuilding and marine structures, , 
47.020.05, 47.02, Materials and components for shipbuilding, , 
47.020.10, 47.02, Hulls and their structure elements, , 
47.020.20, 47.02, Marine engines and propulsion systems, , 
47.020.30, 47.02, Piping systems, , 
47.020.40, 47.02, Lifting and cargo handling equipment, , 
47.020.50, 47.02, Deck equipment and installations, , 
47.020.60, 47.02, Electrical equipment of ships and of marine structures, , 
47.020.70, 47.02, Navigation and control equipment, , 
47.020.80, 47.02, Accommodation spaces, , 
47.020.85, 47.02, Cargo spaces, Including tanks and tankers, 
47.020.90, 47.02, Marine ventilationand  air conditioning and heating systems, , 
47.020.99, 47.02, Other standards related to shipbuilding and marine structures, , 
49.025.01, 49.025, Materials for aerospace construction in general, , 
49.025.05, 49.025, Ferrous alloys in general, , 
49.025.10, 49.025, Steels, , 
49.025.15, 49.025, Non-ferrous alloys in general, , 
49.025.20, 49.025, Aluminium, , 
49.025.30, 49.025, Titanium, , 
49.025.40, 49.025, Rubber and plastics, , 
49.025.50, 49.025, Adhesives, , 
49.025.60, 49.025, Textiles, Including textile glass and coated fabrics, 
49.025.99, 49.025, Other materials, , 
49.030.01, 49.03, Fasteners in general, , 
49.030.10, 49.03, Screw threads, , 
49.030.20, 49.03, Boltsand  screwsand  studs, , 
49.030.30, 49.03, Nuts, , 
49.030.40, 49.03, Pinsand  nails, , 
49.030.50, 49.03, Washers and other locking elements, , 
49.030.60, 49.03, Rivets, , 
49.030.99, 49.03, Other fasteners, , 
53.020.01, 53.02, Lifting appliances in general, , 
53.020.20, 53.02, Cranes, Including mobile cranesand  tower cranesand  jib cranesand  bridge cranesand  etc., 
53.020.30, 53.02, Accessories for lifting equipment, Including lifting hooksand  shacklesand  link chainsand  wire ropesand  etc., 
53.020.99, 53.02, Other lifting equipment, Including elevating work platforms, 
53.040.01, 53.04, Continuous handling equipment in general, , 
53.040.10, 53.04, Conveyors, , 
53.040.20, 53.04, Components for conveyors, Including conveyor beltsand  chainsand  chain wheelsand  etc., 
53.040.30, 53.04, Pneumatic transport and its components, , 
53.040.99, 53.04, Other continuous handling equipment, , 
55.180.01, 55.18, Freight distribution of goods in general, , 
55.180.10, 55.18, General purpose containers, , 
55.180.20, 55.18, General purpose pallets, , 
55.180.30, 55.18, Air mode containersand  pallets and nets, , 
55.180.40, 55.18, Completeand  filled transport packages, Including reusable packages and unit loads, 
55.180.99, 55.18, Other standards related to freight distribution of goods, Including intermediate bulk containers, 
59.060.01, 59.06, Textile fibres in general, Including mixtures of fibres, 
59.060.10, 59.06, Natural fibres, , 
59.060.20, 59.06, Man-made fibres, , 
59.060.30, 59.06, Mineral and metal fibres, , 
59.060.99, 59.06, Other textile fibres, , 
59.080.01, 59.08, Textiles in general, Including colour fastness of textiles, 
59.080.20, 59.08, Yarns, Including plied yarnsand  textured yarnsand  threads, 
59.080.30, 59.08, Textile fabrics, Including nonwovensand  feltsand  laceand  etc., 
59.080.40, 59.08, Coated fabrics, , 
59.080.50, 59.08, Ropes, Including stringsand  strapsand  bands, 
59.080.70, 59.08, Geotextiles, Including geosynthetics, 
59.080.80, 59.08, Smart textiles, , 
59.080.99, 59.08, Other products of the textile industry, , 
59.100.01, 59.1, Materials for the reinforcement of composites in general, , 
59.100.10, 59.1, Textile glass materials, , 
59.100.20, 59.1, Carbon materials, , 
59.100.30, 59.1, Aramide materials, , 
59.100.99, 59.1, Other materials for the reinforcement of composites, , 
59.120.01, 59.12, Textile machinery in general, , 
59.120.10, 59.12, Spinningand  twisting and texturing machines, Including machines and equipment for manufacturing man-made filaments and fibres and for preparing fibres for spinning, 
59.120.20, 59.12, Winding machines and equipment, Including machines and equipment for reelingand  ballingand  warpingand  sizingand  beamingand  etc. of yarns, 
59.120.30, 59.12, Looms. Weaving machines, , 
59.120.40, 59.12, Knitting machines, Including household knitting machines, 
59.120.50, 59.12, Dyeing and finishing equipment, , 
59.120.99, 59.12, Other textile machinery, , 
59.140.01, 59.14, Leather technology in general, , 
59.140.10, 59.14, Processes and auxiliary materials, , 
59.140.20, 59.14, Raw skinsand  hides and pelts, , 
59.140.30, 59.14, Leather and furs, , 
59.140.35, 59.14, Leather products, Including trunksand  suitcasesand  handbagsand  pursesand  walletsand  dog-collarsand  etc. made of materials other than leather, 
59.140.40, 59.14, Machines and equipment for leather and fur production, , 
59.140.99, 59.14, Other standards related to leather technology, , 
65.020.01, 65.02, Farming and forestry in general, , 
65.020.20, 65.02, Plant growing, Including horticultureand  floricultureand  seedsand  plant diseases, 
65.020.30, 65.02, Animal husbandry and breeding, Including sanitary inspection, 
65.020.40, 65.02, Landscaping and silviculture, , 
65.020.99, 65.02, Other standards related to farming and forestry, , 
65.040.01, 65.04, Farm buildings and installations in general, , 
65.040.10, 65.04, Livestock buildingsand  installations and equipment, Including milking machines, 
65.040.20, 65.04, Buildings and installations for processing and storage of agricultural produce, Including slaughterhouses and related equipment, 
65.040.30, 65.04, Greenhouses and other installations, , 
65.040.99, 65.04, Other standards related to farm buildings and installations, , 
65.060.01, 65.06, Agricultural machines and equipment in general, , 
65.060.10, 65.06, Agricultural tractors and trailed vehicles, , 
65.060.20, 65.06, Soil-working equipment, , 
65.060.25, 65.06, Equipment for storageand  preparation and distribution of fertilizers, , 
65.060.30, 65.06, Sowing and planting equipment, , 
65.060.35, 65.06, Irrigation and drainage equipment, , 
65.060.40, 65.06, Plant care equipment, , 
65.060.50, 65.06, Harvesting equipment, , 
65.060.60, 65.06, Viticultural and wine-making equipment, , 
65.060.70, 65.06, Horticultural equipment, Including lawnmowersand  equipment for olive cultivation and olive production, 
65.060.80, 65.06, Forestry equipment, Including chain- and brush-saws, 
65.060.99, 65.06, Other agricultural machines and equipment, , 
65.100.01, 65.1, Pesticides and other agrochemicals in general, , 
65.100.10, 65.1, Insecticides, , 
65.100.20, 65.1, Herbicides, , 
65.100.30, 65.1, Fungicides, , 
65.100.99, 65.1, Other pesticides and agrochemicals, , 
67.080.01, 67.08, Fruitsand  vegetables and derived products in general, , 
67.080.10, 67.08, Fruits and derived products, Including nuts, 
67.080.20, 67.08, Vegetables and derived products, Including tomato concentratesand  ketchupand  etc., 
67.100.01, 67.1, Milk and milk products in general, , 
67.100.10, 67.1, Milk and processed milk products, Including dried milkand  condensed milk and evaporated milk, 
67.100.20, 67.1, Butter, , 
67.100.30, 67.1, Cheese, Including cottage cheeseand  whey cheese, 
67.100.40, 67.1, Ice cream and ice confectionery, Including sorbets, 
67.100.99, 67.1, Other milk products, , 
67.120.01, 67.12, Animal produce in general, , 
67.120.10, 67.12, Meat and meat products, , 
67.120.20, 67.12, Poultry and eggs, , 
67.120.30, 67.12, Fish and fishery products, Including aquatic molluscs and other marine products, 
67.120.99, 67.12, Other animal produce, , 
67.140.10, 67.14, Tea, Including herb teas, 
67.140.20, 67.14, Coffee and coffee substitutes, , 
67.140.30, 67.14, Cocoa, , 
67.160.01, 67.16, Beverages in general, , 
67.160.10, 67.16, Alcoholic beverages, Including beerand  wineand  spiritsand  etc., 
67.160.20, 67.16, Non-alcoholic beverages, Including juicesand  nectarsand  mineral watersand  lemonadesand  root beerand  cola drinksand  etc., 
67.180.10, 67.18, Sugar and sugar products, Including molassesand  sweetsand  sugar confectionaryand  honeyand  etc., 
67.180.20, 67.18, Starch and derived products, Including glucose syrupsand  etc., 
67.200.10, 67.2, Animal and vegetable fats and oils, , 
67.200.20, 67.2, Oilseeds, , 
67.220.10, 67.22, Spices and condiments, , 
67.220.20, 67.22, Food additives, Including saltand  vinegarand  food preservation additivesand  etc., 
71.040.01, 71.04, Analytical chemistry in general, , 
71.040.10, 71.04, Chemical laboratories. Laboratory equipment, Including hydrometersand  alcoholometersand  etc., 
71.040.20, 71.04, Laboratory ware and related apparatus, , 
71.040.30, 71.04, Chemical reagents, Including reference materials, 
71.040.40, 71.04, Chemical analysis, Including analysis of gases and surface chemical analysis, 
71.040.50, 71.04, Physicochemical methods of analysis, Including spectrophotometric and chromatographic analysis, 
71.040.99, 71.04, Other standards related to analytical chemistry, , 
71.060.01, 71.06, Inorganic chemicals in general, , 
71.060.10, 71.06, Chemical elements, , 
71.060.20, 71.06, Oxides, Including dioxidesand  peroxidesand  etc., 
71.060.30, 71.06, Acids, , 
71.060.40, 71.06, Bases, , 
71.060.50, 71.06, Salts, , 
71.060.99, 71.06, Other inorganic chemicals, , 
71.080.01, 71.08, Organic chemicals in general, , 
71.080.10, 71.08, Aliphatic hydrocarbons, , 
71.080.15, 71.08, Aromatic hydrocarbons, , 
71.080.20, 71.08, Halogenated hydrocarbons, , 
71.080.30, 71.08, Organic nitrogen compounds, , 
71.080.40, 71.08, Organic acids, , 
71.080.50, 71.08, Anhydrides, , 
71.080.60, 71.08, Alcohols. Ethers, , 
71.080.70, 71.08, Esters, , 
71.080.80, 71.08, Aldehydes and ketones, , 
71.080.90, 71.08, Phenols, , 
71.080.99, 71.08, Other organic chemicals, , 
71.100.01, 71.1, Products of the chemical industry in general, , 
71.100.10, 71.1, Materials for aluminium production, , 
71.100.20, 71.1, Gases for industrial application, Including compressed air and hydrogen, 
71.100.30, 71.1, Explosives. Pyrotechnics and fireworks, , 
71.100.35, 71.1, Chemicals for industrial and domestic disinfection purposes, , 
71.100.40, 71.1, Surface active agents, , 
71.100.45, 71.1, Refrigerants and antifreezes, , 
71.100.50, 71.1, Wood-protecting chemicals, , 
71.100.55, 71.1, Silicones, , 
71.100.60, 71.1, Essential oils, , 
71.100.70, 71.1, Cosmetics. Toiletries, , 
71.100.80, 71.1, Chemicals for purification of water, , 
71.100.99, 71.1, Other products of the chemical industry, , 
71.120.01, 71.12, Equipment for the chemical industry in general, , 
71.120.10, 71.12, Reaction vessels and their components, , 
71.120.20, 71.12, Columns, , 
71.120.30, 71.12, Heat exchangers, , 
71.120.99, 71.12, Other equipment for the chemical industry, , 
73.060.01, 73.06, Metalliferous minerals in general, , 
73.060.10, 73.06, Iron ores, , 
73.060.20, 73.06, Manganese ores, , 
73.060.30, 73.06, Chromium ores, , 
73.060.40, 73.06, Aluminium ores, , 
73.060.99, 73.06, Other metalliferous minerals, , 
73.100.01, 73.1, Mining equipment in general, , 
73.100.10, 73.1, Tunnelling and tubing equipment, , 
73.100.20, 73.1, Ventilationand  air-conditioning and illumination equipment, , 
73.100.30, 73.1, Equipment for drilling and mine excavation, Including equipment for seabed mining, 
73.100.40, 73.1, Haulage and hoisting equipment, , 
73.100.99, 73.1, Other mining equipment, , 
75.160.01, 75.16, Fuels in general, , 
75.160.10, 75.16, Solid fuels, Including coal productsand  cokeand  peatand  woodand  derivatives of coal pyrolysisand  etc., 
75.160.20, 75.16, Liquid fuels, Including gasolineand  dieseland  keroseneand  etc., 
75.160.30, 75.16, Gaseous fuels, Including liquefied petroleum gases, 
75.160.40, 75.16, Biofuels, Including solid biofuelsand  liquid biofuels and biogas, 
75.180.01, 75.18, Equipment for petroleum and natural gas industries in general, , 
75.180.10, 75.18, Exploratoryand  drilling and extraction equipment, Including offshore structures, 
75.180.20, 75.18, Processing equipment, , 
75.180.30, 75.18, Volumetric equipment and measurements, , 
75.180.99, 75.18, Other equipment for petroleum and natural gas industries, , 
77.040.01, 77.04, Testing of metals in general, , 
77.040.10, 77.04, Mechanical testing of metals, , 
77.040.20, 77.04, Non-destructive testing of metals, , 
77.040.30, 77.04, Chemical analysis of metals, , 
77.040.99, 77.04, Other methods of testing of metals, , 
77.080.01, 77.08, Ferrous metals in general, , 
77.080.10, 77.08, Irons, , 
77.080.20, 77.08, Steels, , 
77.120.01, 77.12, Non-ferrous metals in general, , 
77.120.10, 77.12, Aluminium and aluminium alloys, , 
77.120.20, 77.12, Magnesium and magnesium alloys, , 
77.120.30, 77.12, Copper and copper alloys, , 
77.120.40, 77.12, Nickeland  chromium and their alloys, , 
77.120.50, 77.12, Titanium and titanium alloys, , 
77.120.60, 77.12, Leadand  zincand  tin and their alloys, , 
77.120.70, 77.12, Cadmiumand  cobalt and their alloys, , 
77.120.99, 77.12, Other non-ferrous metals and their alloys, , 
77.140.01, 77.14, Iron and steel products in general, , 
77.140.10, 77.14, Heat-treatable steels, , 
77.140.15, 77.14, Steels for reinforcement of concrete, , 
77.140.20, 77.14, Stainless steels, Including alloyed steelsand  corrosion-resistant steelsand  heat-resisting steelsand  etc., 
77.140.25, 77.14, Spring steels, , 
77.140.30, 77.14, Steels for pressure purposes, , 
77.140.35, 77.14, Tool steels, , 
77.140.40, 77.14, Steels with special magnetic properties, , 
77.140.45, 77.14, Non-alloyed steels, , 
77.140.50, 77.14, Flat steel products and semi-products, Including plateand  sheet and strip, 
77.140.60, 77.14, Steel bars and rods, , 
77.140.65, 77.14, Steel wireand  wire ropes and link chains, , 
77.140.70, 77.14, Steel profiles, Including sections, 
77.140.75, 77.14, Steel pipes and tubes for specific use, Including hollow steel bars and sections for construction, 
77.140.80, 77.14, Iron and steel castings, , 
77.140.85, 77.14, Iron and steel forgings, , 
77.140.99, 77.14, Other iron and steel products, , 
77.150.01, 77.15, Products of non-ferrous metals in general, , 
77.150.10, 77.15, Aluminium products, , 
77.150.20, 77.15, Magnesium products, , 
77.150.30, 77.15, Copper products, , 
77.150.40, 77.15, Nickel and chromium products, , 
77.150.50, 77.15, Titanium products, , 
77.150.60, 77.15, Leadand  zinc and tin products, , 
77.150.70, 77.15, Cadmium and cobalt products, , 
77.150.99, 77.15, Other products of non-ferrous metals, , 
79.060.01, 79.06, Wood-based panels in general, , 
79.060.10, 79.06, Plywood, , 
79.060.20, 79.06, Fibre and particle boards, , 
79.060.99, 79.06, Other wood-based panels, , 
79.120.01, 79.12, Woodworking equipment in general, , 
79.120.10, 79.12, Woodworking machines, , 
79.120.20, 79.12, Woodworking tools, , 
79.120.99, 79.12, Other woodworking equipment, , 
81.040.01, 81.04, Glass in general, , 
81.040.10, 81.04, Raw materials and raw glass, , 
81.040.20, 81.04, Glass in building, , 
81.040.30, 81.04, Glass products, , 
81.060.01, 81.06, Ceramics in general, , 
81.060.10, 81.06, Raw materials, , 
81.060.20, 81.06, Ceramic products, , 
81.060.30, 81.06, Advanced ceramics, , 
81.060.99, 81.06, Other standards related to ceramics, , 
83.040.01, 83.04, Raw materials for rubber and plastics in general, , 
83.040.10, 83.04, Latex and raw rubber, , 
83.040.20, 83.04, Rubber compounding ingredients, Including carbon blackand  kaolin clayand  etc., 
83.040.30, 83.04, Auxiliary materials and additives for plastics, Including fillersand  extendersand  hardenersand  pigmentsand  plasticizersand  etc., 
83.080.01, 83.08, Plastics in general, , 
83.080.10, 83.08, Thermosetting materials, Including ebonite, 
83.080.20, 83.08, Thermoplastic materials, , 
83.140.01, 83.14, Rubber and plastics products in general, , 
83.140.10, 83.14, Films and sheets, Including plates, 
83.140.20, 83.14, Laminated sheets, , 
83.140.30, 83.14, Plastics pipes and fittings for non fluid use, , 
83.140.40, 83.14, Hoses, , 
83.140.50, 83.14, Seals, , 
83.140.99, 83.14, Other rubber and plastics products, , 
83.160.01, 83.16, Tyres in general, , 
83.160.10, 83.16, Road vehicle tyres, Including cycle tyresand  and tyre retreading and repair processes, 
83.160.20, 83.16, Aircraft tyres, , 
83.160.30, 83.16, Tyres for agricultural machinery, , 
83.160.99, 83.16, Other tyres, , 
85.080.01, 85.08, Paper products in general, , 
85.080.10, 85.08, Office paper, , 
85.080.20, 85.08, Tissue paper, , 
85.080.30, 85.08, Cardboard, Including corrugated fibreboard, 
85.080.99, 85.08, Other paper products, , 
87.060.01, 87.06, Paint ingredients in general, , 
87.060.10, 87.06, Pigments and extenders, , 
87.060.20, 87.06, Binders, , 
87.060.30, 87.06, Solvents, , 
87.060.99, 87.06, Other paint ingredients, , 
91.010.01, 91.01, Construction industry in general, , 
91.010.10, 91.01, Legal aspects, , 
91.010.20, 91.01, Contractual aspects, Including construction procurement, 
91.010.30, 91.01, Technical aspects, Including tolerancesand  modular coordinationand  etc., 
91.010.99, 91.01, Other aspects, , 
91.040.01, 91.04, Buildings in general, Including building environment design and service life planning, 
91.040.10, 91.04, Public buildings, Including ecclesiastical buildings and hospitals, 
91.040.20, 91.04, Buildings for commerce and industry, , 
91.040.30, 91.04, Residential buildings, , 
91.040.99, 91.04, Other buildings, , 
91.060.01, 91.06, Elements of buildings in general, , 
91.060.10, 91.06, Walls. Partitions. Façades, , 
91.060.20, 91.06, Roofs, Including related elements (guttersand  etc.), 
91.060.30, 91.06, Ceilings. Floors. Stairs, Including screedsand  rampsand  etc., 
91.060.40, 91.06, Chimneysand  shaftsand  ducts, Including flues and flue pipes, 
91.060.50, 91.06, Doors and windows, Including doorsetsand  their componentsand  blindsand  shutters, 
91.060.99, 91.06, Other elements of buildings, , 
91.080.01, 91.08, Structures of buildings in general, , 
91.080.10, 91.08, Metal structures, , 
91.080.13, 91.08, Steel structures, , 
91.080.17, 91.08, Aluminium structures, , 
91.080.20, 91.08, Timber structures, , 
91.080.30, 91.08, Masonry, , 
91.080.40, 91.08, Concrete structures, Including the repair and protection of concrete products and structures, 
91.080.99, 91.08, Other structures, , 
91.100.01, 91.1, Construction materials in general, , 
91.100.10, 91.1, Cement. Gypsum. Lime. Mortar, , 
91.100.15, 91.1, Mineral materials and products, Including earthand  sandsand  clayand  slatesand  stonesand  etc., 
91.100.23, 91.1, Ceramic tiles, , 
91.100.25, 91.1, Terracotta building products, Including roofing tilesand  bricksand  etc., 
91.100.30, 91.1, Concrete and concrete products, Including admixtures, 
91.100.40, 91.1, Products in fibre-reinforced cement, , 
91.100.50, 91.1, Binders. Sealing materials, Including geomembranesand  asphalts for buildingsand  etc., 
91.100.60, 91.1, Thermal and sound insulating materials, , 
91.100.99, 91.1, Other construction materials, , 
91.120.01, 91.12, Protection of and in buildings in general, , 
91.120.10, 91.12, Thermal insulation of buildings, Including energy efficiency of buildings, 
91.120.20, 91.12, Acoustics in building. Sound insulation, , 
91.120.25, 91.12, Seismic and vibration protection, , 
91.120.30, 91.12, Waterproofing, , 
91.120.40, 91.12, Lightning protection, , 
91.120.99, 91.12, Other standards related to protection of and in buildings, , 
91.140.01, 91.14, Installations in buildings in general, , 
91.140.10, 91.14, Central heating systems, Including burners and boilers for central heating systems, 
91.140.30, 91.14, Ventilation and air-conditioning systems, Including ventilation ducts, 
91.140.40, 91.14, Gas supply systems, Including gas meters in buildings, 
91.140.50, 91.14, Electricity supply systems, Including electric energy meters in buildingsand  emergency electrical suppliesand  etc., 
91.140.60, 91.14, Water supply systems, Including water meters in buildings, 
91.140.65, 91.14, Water heating equipment, , 
91.140.70, 91.14, Sanitary installations, Including bidetsand  kitchen sinksand  bathsand  waste chutesand  etc., 
91.140.80, 91.14, Drainage systems, , 
91.140.90, 91.14, Lifts. Escalators, , 
91.140.99, 91.14, Other installations in buildings, , 
91.160.01, 91.16, Lighting in general, , 
91.160.10, 91.16, Interior lighting, Including workplace lightingand  emergency and safety lighting, 
91.160.20, 91.16, Exterior building lighting, Including flood lighting, 
93.080.01, 93.08, Road engineering in general, , 
93.080.10, 93.08, Road construction, Including road maintenance equipment and road construction equipment, 
93.080.20, 93.08, Road construction materials, Including asphaltsand  road pavementsand  etc., 
93.080.30, 93.08, Road equipment and installations, Including road traffic warning and control systemsand  devices and installations (speed controlsand  traffic signal installationsand  vehicle loop detectorsand  pavement markersand  manholesand  etc.), 
93.080.40, 93.08, Street lighting and related equipment, , 
93.080.99, 93.08, Other standards related to road engineering, , 
97.040.01, 97.04, Kitchen equipment in general, , 
97.040.10, 97.04, Kitchen furniture, , 
97.040.20, 97.04, Cooking rangesand  working tablesand  ovens and similar appliances, Including microwave ovens and stove hoods, 
97.040.30, 97.04, Domestic refrigerating appliances, , 
97.040.40, 97.04, Dishwashers, , 
97.040.50, 97.04, Small kitchen appliances, Including food waste disposal units, 
97.040.60, 97.04, Cookwareand  cutlery and flatware, Including table cutlery and table ware, 
97.040.99, 97.04, Other kitchen equipment, , 
97.100.01, 97.1, Heating appliances in general, , 
97.100.10, 97.1, Electric heaters, , 
97.100.20, 97.1, Gas heaters, , 
97.100.30, 97.1, Solid fuel heaters, , 
97.100.40, 97.1, Liquid fuel heaters, , 
97.100.99, 97.1, Heaters using other sources of energy, , 
97.130.01, 97.13, Shop fittings in general, , 
97.130.10, 97.13, Shelving, , 
97.130.20, 97.13, Commercial refrigerating appliances, Including refrigerated display cabinetsand  cold roomsand  etc., 
97.130.30, 97.13, Trolleys for supermarket purposes, Including baskets, 
97.130.99, 97.13, Other shop fittings, , 
97.200.01, 97.2, Equipment for entertainment in general, , 
97.200.10, 97.2, Theatreand  stage and studio equipment, Including lighting equipment, 
97.200.20, 97.2, Musical instruments, , 
97.200.30, 97.2, Camping equipment and camp-sites, , 
97.200.40, 97.2, Playgrounds, Including amusement rides and devices, 
97.200.50, 97.2, Toys, Including safety of toys, 
97.200.99, 97.2, Other equipment for entertainment, , 
97.220.01, 97.22, Sports equipment and facilities in general, , 
97.220.10, 97.22, Sports facilities, Including swimming-poolsand  spasand  solariaand  sports fieldsand  running-tracksand  spectator facilities for sportsand  etc., 
97.220.20, 97.22, Winter sports equipment, Including ice hockeyand  snowboardand  and ski equipment, 
97.220.30, 97.22, Indoor sports equipment, Including equipment for gymnasticsand  volleyballand  basketballand  handballand  home sports trainersand  etc., 
97.220.40, 97.22, Outdoor and water sports equipment, Including equipment for mountaineeringand  footballand  tennisand  swimmingand  divingand  etc., 
97.220.99, 97.22, Other sports equipment and facilities, , 
